input,target
"generar pseudolatex: Sistema de dos ecuaciones, una con una variable y dos términos, y otra con tres variables y cuatro terminos",\begin{cases} VF.x = VN \\VF.x + VN.z + VF.y = VF \end{cases}
generar pseudolatex: Un polinomio de cuarto grado incompleto con tres terminos,- VNx^{4} - VFx^{3} - VN
generar pseudolatex: Polinomio de grado tres Completo,VRx^{3} + VRx^{2} + VRx + VR
"generar pseudolatex: Polinomio en indeterminada x de 4to grado, completo y con coeficientes complejos. Está ordenado de forma ascendente",- VC + VC.x + VC.x^{2} + VC.x^{3} - VC.x^{4}
"generar pseudolatex: Una expresión polinomica de grado 4, con coeficiente principal 38.3, coeficiente de tercer grado de 1.5, coeficiente de grado dos de 6.3, coeficiente primer grado de 13.1 y termino independiente de 4",VD - VDx^{2} - VDx^{3} + VDx - VDx^{4}
generar pseudolatex: Sistema de ecuación de cuatro variables y dos ecuaciones. El sistema tendrá infinitas soluciones,\begin{cases} VN.a - VN.b = VN \\- VN.b + VN.c + VN.d = VF \end{cases}
generar pseudolatex: Polinomio completo de grado 5,VF - VFx + VFx^{2} + VFx^{3} - VFx^{4} - VFx^{5}
"generar pseudolatex: polinomio de grado 5 con todos sus términos, con coeficientes racionales expresados como números con coma",VD + VDx + VDx^{2} + VDx^{3} + VDx^{4} + VDx^{5}
generar pseudolatex: es un polinomio de grado ocho completo que empieza con el grado más bajo (0) y termina con el más alto (8),VN + VNx + VNx^{2} + VNx^{3} + VNx^{4} + VNx^{5} + VNx^{6} + VNx^{7} + VNx^{8}
generar pseudolatex: Sistema de tres ecuaciones con tres incógnitas,\begin{cases} - VF.y + VF.z + VF.x = 0 \\- VN.y + VF.z - VF.x = 0 \\VF.y - VN.z - VN.x = 0 \end{cases}
generar pseudolatex: Polinomio de cuarto grado completo,- VRx^{4} - VRx^{3} - VRx^{2} - VRx - VR
generar pseudolatex: Polinomio completo de grado 3 con cuatro términos,VFx^{2} + VF + VFx^{3} + VFx
"generar pseudolatex: Sistema de dos ecuaciones con 3 incógnitas x, y, z. La primer ecuación está incompleta con solo la variable z",\begin{cases} VN.z = VF \\VN.z + VF.x + VN.y = VN \end{cases}
"generar pseudolatex: un polinomio de 4 términos,  de grado 3 completo y con constantes negativas",- VFx^{3} - VFx^{2} - VFx - VF
generar pseudolatex: Un polinomio completo y desordenado de octavo grado con coeficientes fraccionarios y decimales positivos,VRx^{3} + VRx^{2} + VR + VRx^{6} + VRx^{4} + VRx + VRx^{7} + VRx^{5} + VRx^{8}
"generar pseudolatex: sistema de ecuaciones de 4 variables y 3 ecuaciones, no homogeneo con coeficientes reales y fraccionarios",\begin{cases} VN.d + VF.a + VF.b + VF.c = VN \\- VN.a - VN.d + VF.c + VN.b = VN \\VN.a + VN.b + VN.d + VN.c = VN \end{cases}
generar pseudolatex: Polinomio completo de tercer grado con números complejos,VC + VC.x - VC.x^{2} + VC.x^{3}
"generar pseudolatex: Polinomio completo, desordenado de sexto grado con coeficientes enteros negativos",- VNx - VNx^{2} - VN - VNx^{4} - VNx^{3} - VNx^{5} - VNx^{6}
"generar pseudolatex: Polinomio de tercer grado completo. Posee 4 terminos, los terminos 2 y 3 son negativos.",VD - VDx - VDx^{2} + VDx^{3}
"generar pseudolatex: Polinomio de grado 10  , completo  Desordenado",VRx^{2} + VRx^{3} + VRx^{4} + VR + VRx^{5} + VRx + VRx^{9} + VRx^{7} + VRx^{6} + VRx^{10} + VRx^{8}
"generar pseudolatex: Sistema de tres ecuaciones con cuatro incognitas usando numeros enteros y fracciones, positivos y negativos como coeficientes. Usando ""a"", ""b"", ""c"" y ""d"" como incógnitas",\begin{cases} VF.d + VF.c + VF.a - VN.b = VN \\VN.d + VF.c + VF.a - VF.b = VN \\VN.d - VN.c - VF.a + VN.b = VN \end{cases}
generar pseudolatex: Polinomio completo de grado 8,VDx^{8} + VDx^{7} + VDx^{6} + VDx^{5} + VDx^{4} - VDx^{3} + VDx^{2} + VDx - VD
generar pseudolatex: Polinomio de grado cuatro completo de cinco terminos,VD + VDx + VDx^{2} + VDx^{3} + VDx^{4}
generar pseudolatex: Sistema de 4 ecuaciones con 4 incognitas. No teniendo todas las incógnitas del mismo lado. Usando coeficientes fraccionarios positivos y negativos,\begin{cases} - VN.d + VF.b = VF.c + VN \\VF = - VN.a + VN.b + VN.c \\- VF.b - VN.c = - VN.a + VF.d + VN \\VF.b = - VF.a - VF.d + VF \end{cases}
"generar pseudolatex: Polinimio de grado tres ordenado, sin coeficientes nulos",VRx^{3} + VRx^{2} + VRx + VR
"generar pseudolatex: Polinomio de grado 9, incompleto y desordenado  Coeficiente enteros e imaginarios",- VC.z^{4} - VNz^{8} + VC.z^{6} - VNz^{9} + VN
"generar pseudolatex: Polinomio lineal, completo con dos términos",- VRx + VR
generar pseudolatex: Sistema de ecuaciones con x e y como variables,\begin{cases} - VF.y - VN.x = 0 \\- VN.y - VN.x = 0 \end{cases}
generar pseudolatex: Polinomio de grado 2 de 3 terminos. Su coeficiente principal es 2/13.,VF + VFx + VFx^{2}
"generar pseudolatex: Es un polinomio, de  nueve términos, con octavo grado, completo, y con constantes que acompañan a las variables, pertenecientes a los complejos",- VC - VC.x - VC.x^{2} - VC.x^{3} - VC.x^{4} - VC.x^{5} - VC.x^{6} - VC.x^{7} - VC.x^{8}
generar pseudolatex: polinomio de cuarto grado completo con coeficiente negativo de 25.4,- VRx^{4} - VRx^{3} - VRx^{2} - VRx - VR
generar pseudolatex: Polinomio con coeficiente lineal cuatro e independiente 16,VNx + VN
"generar pseudolatex: Polinomio completo de grado 3, con cuatro términos",- VF - VFx - VFx^{2} - VFx^{3}
"generar pseudolatex: Polinomio lineal con 2 términos, está en orden descendiente",VNx - VN
generar pseudolatex: Polinomio incompleto de octavo grado,VNx^{8} - VNx^{7} + VNx^{6} - VNx^{4}
"generar pseudolatex: Sistema de tres ecuaciones y tres variables x, y, z. Las ecuaciones no están en orden",\begin{cases} VN.y - VN.x - VF.z = VN \\- VF.z + VN.x - VN.y = VF \\- VN.x - VF.z + VF.y = VF \end{cases}
generar pseudolatex: Un polinomio de grado 13,- VNy^{13} + VFy^{2} + VNy^{6} + VC.y^{12} - VC.y^{9} + VNy^{5} + VNy - VNy^{7} + VF - VNy^{10} - VC.y^{4} - VFy^{11} + VNy^{8}
generar pseudolatex: Polinomio de cuarto grado incompleto con tres terminos y coeficiente principal -119,- VNx^{4} - VFx^{3} - VN
generar pseudolatex: Polinomio grado cinco incompleto,VNx^{5} + VNx^{2} - VNx - VN
"generar pseudolatex: Sistema de dos ecuaciones con cuatro variables a,b,c y d",\begin{cases} - VF.d + VF.b + VF.a - VN.c = VN \\VN.d - VN.b - VF.a + VN.c = VN \end{cases}
generar pseudolatex: Sistema de ecuaciones con dos ecuaciones y dos incógnitas,\begin{cases} - VN.y = VF \\- VF.x = VN \end{cases}
generar pseudolatex: Polinomio de tercer grado Completo,VRx^{3} + VRx^{2} + VRx + VR
generar pseudolatex: Polinomio incompleto de grado 8 con variable z,- VC.z^{2} + VNz + VNz^{5} + VNz^{8} + VN - VFz^{3} - VNz^{7} - VNz^{6}
generar pseudolatex: Polinomio grado 7 desordenado completo,VDx^{3} - VDx^{7} - VDx^{6} - VDx^{2} + VDx - VDx^{4} + VD + VDx^{5}
generar pseudolatex: Polinomio de grado 6,- VFx^{6} + VFx^{5} - VFx^{4} + VFx^{3} + VFx^{2} + VFx + VF
generar pseudolatex: Sistema de ecuaciones de dos incógnitas,\begin{cases} - VN.y - VN.x = VN \\VF.x - VF.y = VN \end{cases}
generar pseudolatex: Sistema de ecuaciones con 2 ecuaciones y 4 incógnitas. Ambas ecuaciones están completas,\begin{cases} - VF.d - VF.b - VF.c - VN.a = VF \\VF.b + VN.a - VN.d - VN.c = VF \end{cases}
"generar pseudolatex: Un polinomio de grado 13 ordenado de mayor a menor, los coeficientes del polinomio que van del grado 12 hasta el tres son igual a 0",VNx^{13} + VNx^{2} + VNx
generar pseudolatex: Polinomio completo en orden ascendente de potencias. El grado es 5 y todos los coeficientes son negativos,- VR - VRx - VRx^{2} - VRx^{3} - VRx^{4} - VRx^{5}
generar pseudolatex: Sistema de ecuaciones lineales con tres variables y dos ecuaciones. La mayoria de los coeficientes son fracciones,\begin{cases} - VF.z - VN.x + VF.y = VF \\- VF.y + VF.x - VN.z = VF \end{cases}
"generar pseudolatex: Polinomio noveno grado, incompleto, coeficiente principal 26 y seis términos",VNx^{9} + VNx^{7} + VFx^{4} + VNx^{3} + VNx + VN
"generar pseudolatex: polinomio de grado 9 incompleto con numeros complejos, fracciones y enteros",VNz^{7} + VC - VFz - VC.z^{3} + VC.z^{8} + VNz^{5} + VNz^{9}
generar pseudolatex: Polinomio completo de cuarto grado con coeficientes decimales positivos. Los terminos no estan ordenados,VD + VDx^{3} + VDx + VDx^{2} + VDx^{4}
generar pseudolatex: Polinimio de cuarto grado completo y coeficientes decimales positivos,VDx^{4} + VDx^{3} + VDx^{2} + VDx + VD
generar pseudolatex: Polinomio de cuarto grado completo,- VRx^{4} - VRx^{3} - VRx^{2} - VRx - VR
"generar pseudolatex: un polinomio  a coeficientes complejos. El polinomio no está ordenado, su grado es 7, ya que es el orden más grande con coeficiente no nulo (coeficiente principal es -9i) y el término independiente es -22i.",- VC.x^{3} + VC.x^{2} + VC.x^{6} - VC + VC.x^{7} + VC.x^{4} - VC.x - VC.x^{5}
generar pseudolatex: polinomio de sexto grado completo,VFx^{4} + VFx^{3} + VFx^{6} - VFx^{5} + VF - VFx + VFx^{2}
generar pseudolatex: polinomio de grado siete el mismo está desordenado pero completo,VNx^{5} + VNx^{3} + VNx^{4} - VNx^{7} - VN + VNx^{2} + VNx + VNx^{6}
generar pseudolatex: Polinomio quinto grado incompleto,VNx^{5} + VNx^{2} - VNx - VN
generar pseudolatex: Polinomio de grado 3 completo,VR + VRx + VRx^{2} + VRx^{3}
generar pseudolatex: Polinomio con variable y de grado 1  Coeficiente principal menos 16,- VNy
generar pseudolatex: Polinomio de grado 8 incompleto con cuatro terminos,- VNx^{8} - VNx^{4} - VNx^{3} - VFx^{2}
generar pseudolatex: Polinomio de octavo grado con coeficientes negativos complejos. Está completo y en orden ascendente,- VC - VC.x - VC.x^{2} - VC.x^{3} - VC.x^{4} - VC.x^{5} - VC.x^{6} - VC.x^{7} - VC.x^{8}
generar pseudolatex: Polinomio completo de grado 3. Coeficiente principal -17,- VRx^{3} - VRx^{2} - VRx - VR
generar pseudolatex: Sistema de dos ecuaciones con 3 incognitas,\begin{cases} VN.x + VN.y + VN.z = VF \\- VN.z + VN.y - VF.x = VN \end{cases}
"generar pseudolatex: Polinomio de grado 3 completo. Posee cuatro terminos, los terminos dos y 3 son negativos.",VD - VDx - VDx^{2} + VDx^{3}
"generar pseudolatex: un polinomio de 7 términos, de grado 6, completo, ordenado, con constantes racionales",VF + VFx + VFx^{2} + VFx^{3} + VFx^{4} - VFx^{5} + VFx^{6}
generar pseudolatex: Polinomio de cuarto grado con solo el termino principal. El coeficiente principal es 5 y la variable es y,VNy^{4}
generar pseudolatex: Polinomio completo de grado cuatro y con 5 términos,- VFx^{4} - VFx^{3} - VFx^{2} - VFx - VF
generar pseudolatex: Polinomios completo de grado seis y con coeficientes enteros,- VN - VNx + VNx^{2} + VNx^{3} + VNx^{4} - VNx^{5} - VNx^{6}
"generar pseudolatex: Sistema de dos ecuaciones y dos incógnitas, todas de grado 1 usando algunos coeficientes fraccionarios",\begin{cases} VF.x + VN.y = 0 \\VN.x + VF.y = 0 \end{cases}
generar pseudolatex: Polinomio de de grado cuatro con solo término principal e independiente. El término independiente es negativo y complejo,- VC + VNz^{4}
generar pseudolatex: Polinomio fraccionario de grado seis completo,VRx^{6} + VRx^{4} + VRx^{5} - VR + VRx^{3} - VRx^{2} + VRx
generar pseudolatex: Polinomio de grado seis completo,VFx^{3} + VFx + VFx^{4} + VFx^{5} + VFx^{2} + VF + VFx^{6}
generar pseudolatex: Sistema de ecuaciones lineales compatible determinado con tres ecuaciones y tres incógnitas,\begin{cases} VN = - VF.y \\VN = - VN.y - VF.z + VF.x \\- VN.y = - VF.x + VF \end{cases}
"generar pseudolatex: Polinomio incompleto de grado 7 con dos términos, el coeficiente principal y el término independiente",VNx^{7} + VN
"generar pseudolatex: Sistema de ecuaciones lineal, no ordenado, de cuatro ecuaciones y cuatro incógnitas.",\begin{cases} - VN.c = VF.a - VF.b + VF \\VN = VN.b - VN.d + VN.a \\VF = VN.b + VF.d \\- VF.b + VF.d + VF.a = - VF.c + VF \end{cases}
generar pseudolatex: Monomio de sexto grado en indeterminada z con coeficiente 23,VNz^{6}
"generar pseudolatex: Polinomio, desordenado, de grado 15",- VFz^{7} + VC.z^{8} - VFz^{3} - VNz^{5} + VC.z^{4} + VNz - VNz^{2} + VFz^{10} + VNz^{11} + VC - VFz^{15} + VC.z^{9} + VNz^{6} - VNz^{14} - VC.z^{12}
"generar pseudolatex: Sistema de 2 ecuaciones con 4 variables a,b,c y d",\begin{cases} - VF.d + VF.b + VF.a - VN.c = VN \\VN.d - VN.b - VF.a + VN.c = VN \end{cases}
"generar pseudolatex: Sistema de tres ecuaciones, de variables a, c, b y d. Todas de grado uno y de 4 términos cada una",\begin{cases} - VN.c - VN.a - VF.b + VN.d = VN \\VN.c + VF.a + VF.b + VF.d = VF \\VN.c + VF.a + VF.b + VN.d = VF \end{cases}
generar pseudolatex: sistema de ecuaciones de cuatro variables,\begin{cases} VN.c = VN.d + VF.b - VN.a + VN \\- VN.a = - VF.c + VN.b - VF.d + VF \\VF.a + VN.d = VF.c + VN.b + VF \\- VN.c = VN.b + VN.a - VF.d + VN \end{cases}
"generar pseudolatex: polinomio ordenado de 10 variables , conformado con números racionales y reales",- VRx^{10} - VRx^{9} - VRx^{8} - VRx^{7} - VRx^{6} - VRx^{5} - VRx^{4} - VRx^{3} - VRx^{2} - VRx - VR
"generar pseudolatex: Polinomio de séptimo grado completo, con ocho términos, con coeficiente principal (4/3), con coeficientes fraccionarios desordenados.",VFx^{3} + VF + VFx^{6} + VFx^{5} + VFx^{2} + VFx + VFx^{7} + VFx^{4}
generar pseudolatex: Polinomio de octavo grado incompleto,- VNx^{8}
"generar pseudolatex: Polinimio de grado 3 ordenado, sin coeficientes nulos",VRx^{3} + VRx^{2} + VRx + VR
generar pseudolatex: polinomio de grado 5,VD + VDx + VDx^{2} + VDx^{3} + VDx^{4} + VDx^{5}
generar pseudolatex: Polinomio de séptimo grado con coeficientes grandes y positivos. Son coeficientes enteros y fraccionarios. El polinomio es desordenado y le faltan los términos cuadrático e independiente,VNx^{3} + VNx^{7} + VFx^{6} + VNx^{5} + VNx^{4} + VNx
"generar pseudolatex: Sistema de 3 ecuaciones con 4 incognitas usando numeros enteros y fracciones, positivos y negativos como coeficientes. Usando ""a"", ""b"", ""c"" y ""d"" como incógnitas",\begin{cases} VF.d + VF.c + VF.a - VN.b = VN \\VN.d + VF.c + VF.a - VF.b = VN \\VN.d - VN.c - VF.a + VN.b = VN \end{cases}
generar pseudolatex: Polinomio de décimo grado incompleto,- VNx^{10} - VNx^{8} - VNx^{7} - VNx^{3} - VF
generar pseudolatex: Sistema de ecuaciones con dos ecuaciones y cuatro incógnitas. Ambas ecuaciones están completas,\begin{cases} - VF.d - VF.b - VF.c - VN.a = VF \\VF.b + VN.a - VN.d - VN.c = VF \end{cases}
generar pseudolatex: Polinomio de primer grado completo con coeficientes negativos,- VR - VRx
"generar pseudolatex: Polinomio grado 4 y variable ""y""",VNy^{4}
generar pseudolatex: Polinomio de grado 5 incompleto,- VNz^{5} - VC.z^{4} + VFz^{3} - VC
generar pseudolatex: Polinomio de octavo grado incompleto con cuatro terminos,- VNx^{8} - VNx^{4} - VNx^{3} - VFx^{2}
generar pseudolatex: Sistema de ecuaciones de 4 variables,\begin{cases} VF.c = - VN.b - VN.d - VF.a + VF \\- VF.c + VF.a - VN.d = VN.b + VF \\VF = - VN.b + VN.d - VN.c + VF.a \\- VN.c - VF.d + VF.a = VF.b + VN \end{cases}
generar pseudolatex: Polinomio de grado 2 en variable z,VF - VFz^{2}
generar pseudolatex: Monomio de segundo grado de coeficiente -7,- VNz^{2}
generar pseudolatex: Polinomio completo de grado seis con 7 términos,VR + VRx + VRx^{2} + VRx^{3} + VRx^{4} + VRx^{5} + VRx^{6}
generar pseudolatex: Sistema de ecuaciones con 3 variables,\begin{cases} VF.y + VF.z - VF.x = VF \\VF.z - VF.y - VF.x = VF \end{cases}
generar pseudolatex: Polinomio complejo de grado 15 incompleto,VN - VC.y^{2} - VNy^{7} - VNy^{15} - VNy^{5} + VC.y^{6} + VNy^{13} + VFy^{8} - VC.y^{11} + VNy^{3}
"generar pseudolatex: Un polinomio completo de noveno grado sin orden. Los coeficientes son todo positivos, de tipo fraccionarios, enteros y decimales",VRx^{4} + VRx + VRx^{6} + VRx^{7} + VRx^{5} + VRx^{2} + VRx^{3} + VRx^{8} + VRx^{9} + VR
"generar pseudolatex: Polinomio desordenado e incompleto (falta el término independiente) de noveno grado. Se compone con coeficientes enteros  y fraccionarios, su coeficiente principal es -195. Está formado por 9 términos.",- VFx^{3} - VFx^{5} - VNx^{4} - VNx^{2} - VFx^{6} - VNx^{9} - VNx^{8} - VNx - VNx^{7}
"generar pseudolatex: Polinomio, de grado 7, compuesto por 8 términos y los coeficientes son números complejos",- VC.x^{7} - VC.x^{6} + VC.x^{5} - VC.x^{4} - VC.x^{3} + VC.x^{2} - VC.x - VC
generar pseudolatex: Polinomio de octavo grado de 9 términos,VF + VFx + VFx^{2} + VFx^{3} + VFx^{4} + VFx^{5} + VFx^{6} + VFx^{7} + VFx^{8}
"generar pseudolatex: Sistema homogéneo de 3 ecuaciones, con 3 incógnitas (x, y, z) ordenado y con muchos coeficientes fraccionarios",\begin{cases} - VF.y + VF.z + VF.x = 0 \\- VN.y + VF.z - VF.x = 0 \\VF.y - VN.z - VN.x = 0 \end{cases}
generar pseudolatex: Polinomio de noveno grado en indeterminada y,- VNy^{9} - VC.y^{7} - VNy^{2} + VNy^{3} - VNy
generar pseudolatex: Sistema de 3 ecuaciones con 3 variables. Las dos primeras ecuaciones están incompletas,\begin{cases} - VF.y - VF.z = VN \\VN.y = VF \\- VF.x + VF.z + VF.y = VN \end{cases}
generar pseudolatex: un polinomio de grado nueve incompleto con variable z,VC.z^{9} + VC.z^{7} - VC.z^{8}
generar pseudolatex: Polinomio incompleto de grado dos con coeficiente principal -79,- VNx^{2}
"generar pseudolatex: polinomio, tiene grado 8, está ordenado aunque incompleto. El coeficiente principal es -139 y el término independiente es 0.",- VNx^{8} - VNx^{2} - VNx
generar pseudolatex: Polinomio de octavo grado completo,- VN + VNx - VNx^{2} + VNx^{3} - VNx^{4} - VNx^{5} + VNx^{6} - VNx^{7} - VNx^{8}
generar pseudolatex: Polinomio de grado ocho con coeficientes complejos,- VC - VC.x - VC.x^{2} - VC.x^{3} - VC.x^{4} - VC.x^{5} - VC.x^{6} - VC.x^{7} - VC.x^{8}
generar pseudolatex: sistema de ecuaciones de 3 ecuaciones,\begin{cases} VN.x - VF.z + VF.y = VN \\VF.x + VN.z - VF.y = VN \\VN.x + VF.z - VF.y = VN \end{cases}
"generar pseudolatex: sistema de ecuaciones de cuatro variables y 3 ecuaciones, no homogeneo con coeficientes reales y fraccionarios",\begin{cases} VN.d + VF.a + VF.b + VF.c = VN \\- VN.a - VN.d + VF.c + VN.b = VN \\VN.a + VN.b + VN.d + VN.c = VN \end{cases}
generar pseudolatex: polinomio grado 1,VNy
"generar pseudolatex: Polinomio incompleto de grado 3, con indeterminada ""y"", y términos principal y lineal",VNy^{3} + VNy
"generar pseudolatex: es la resta de un número entero negativo con un número complejo multiplicado por una variable ""y"" al cuadrado",- VN - VC.y^{2}
generar pseudolatex: Polinomio de cuarto grado con solo el termino principal. El coeficiente principal es cinco y la variable es y,VNy^{4}
generar pseudolatex: Sistema compuesto por dos ecuaciones lineales de 4 incognitas,\begin{cases} - VN.b + VN.d - VN.a + VN.c = VN \\- VN.c + VF.d + VF.a - VF.b = VN \end{cases}
"generar pseudolatex: Una expresión polinomica de grado 4, con coeficiente principal 38.3, coeficiente de grado tres de 1.5, coeficiente de segundo grado de 6.3, coeficiente primer grado de 13.1 y termino independiente de 4",VD - VDx^{2} - VDx^{3} + VDx - VDx^{4}
generar pseudolatex: Polinomio de grado 3,- VNz - VFz^{3}
"generar pseudolatex: Sistema de 3 ecuaciones, de variables a, c, b y d. Todas de grado uno y de cuatro términos cada una",\begin{cases} - VN.c - VN.a - VF.b + VN.d = VN \\VN.c + VF.a + VF.b + VF.d = VF \\VN.c + VF.a + VF.b + VN.d = VF \end{cases}
generar pseudolatex: Polinomio completo de grado 5 con coeficientes imaginarios,VC + VC.x + VC.x^{2} + VC.x^{3} + VC.x^{4} + VC.x^{5}
generar pseudolatex: Ecuación de grado seis incompleta,- VRx^{2} - VRx^{4} - VRx - VRx^{5} - VRx^{3} - VRx^{6} - VR
generar pseudolatex: Polinomio de grado cuatro completo,- VRx^{4} - VRx^{3} - VRx^{2} - VRx - VR
generar pseudolatex: Polinomio cuadratico completo en orden ascendente,VR - VRx - VRx^{2}
generar pseudolatex: Polinomio de grado 1 completo con coeficiente principal 3/3,- VR - VRx
generar pseudolatex: un polinomio de grado 9 incompleto con variable z,VC.z^{9} + VC.z^{7} - VC.z^{8}
"generar pseudolatex: un polinomio de 7 términos completo, de grado 6 siendo las constantes que acompañan a las variables números naturales",VNx^{4} + VN + VNx + VNx^{3} + VNx^{6} + VNx^{5} + VNx^{2}
"generar pseudolatex: Sistema de cuatro ecuaciones lineales con 4 variables: d, a, b, c",\begin{cases} VF.d + VN.b - VF.c + VN.a = 0 \\- VF.d - VF.b - VF.c - VF.a = 0 \\- VF.d - VN.b - VN.c - VN.a = 0 \\VF.d - VN.b + VF.c + VF.a = 0 \end{cases}
"generar pseudolatex: Sistema de tres ecuaciones, de variables a, c, b y d. Todas de primer grado y de cuatro términos cada una",\begin{cases} - VN.c - VN.a - VF.b + VN.d = VN \\VN.c + VF.a + VF.b + VF.d = VF \\VN.c + VF.a + VF.b + VN.d = VF \end{cases}
"generar pseudolatex: Monomio de primer grado con coeficiente natural, usando ""y"" como variable",VNy
generar pseudolatex: Polinomio completo de grado cinco de 6 terminos,- VNx^{5} - VNx^{4} + VNx^{3} - VNx^{2} + VNx - VN
"generar pseudolatex: Sistema de cuatro ecuaciones completo con cuatro incógnitas a,b,c y d. Las ecuaciones se distribuyen a ambos lados de la igualdad",\begin{cases} VN.c = VN.d + VF.b - VN.a + VN \\- VN.a = - VF.c + VN.b - VF.d + VF \\VF.a + VN.d = VF.c + VN.b + VF \\- VN.c = VN.b + VN.a - VF.d + VN \end{cases}
generar pseudolatex: Polinomio de cuarto grado ordenado,- VD - VDx - VDx^{2} - VDx^{3} - VDx^{4}
"generar pseudolatex: Sistema de dos ecuaciones con 3 incógnitas, ordenado y con algunos coeficientes fraccionarios",\begin{cases} - VF.z - VN.x - VN.y = VN \\- VN.z + VF.x + VN.y = VF \end{cases}
generar pseudolatex: polinomio de grado 3,VFx^{3} + VFx^{2} + VFx + VF
generar pseudolatex: Polinomio de grado 10 completo y en orden descendiente,- VRx^{10} - VRx^{9} - VRx^{8} - VRx^{7} - VRx^{6} - VRx^{5} - VRx^{4} - VRx^{3} - VRx^{2} - VRx - VR
generar pseudolatex: polinomio incompleto de orden 7,- VFz - VFz^{7}
generar pseudolatex: Monomio con coeficientes 39,VN + VNx
generar pseudolatex: polinomio séptimo grado completo con coeficientes racionales,- VFx^{5} - VFx - VF - VFx^{3} - VFx^{7} - VFx^{4} - VFx^{2} - VFx^{6}
generar pseudolatex: Un polinomio desordenado de grado 8,VRx^{6} + VRx + VRx^{2} + VRx^{4} + VRx^{3} + VRx^{5} + VRx^{8} + VRx^{7} + VR
"generar pseudolatex: Polinomio de grado dos completo, con primera componente negativa y segunda y tercera positiva.",- VN + VNx + VNx^{2}
generar pseudolatex: Polinomio complejo completo de grado 2,VC.x^{2} + VC.x + VC
"generar pseudolatex: Polinomio completo de grado 3, con 4 términos",- VF - VFx - VFx^{2} - VFx^{3}
generar pseudolatex: sistema de ecuaciones de 3 variables,\begin{cases} VN.y - VF.z + VN.x = VF \\VF.y - VN.z - VF.x = VN \end{cases}
"generar pseudolatex: Polinomio de grado 3, entero con coeficientes racional algunos negativos",- VR + VRx - VRx^{2} - VRx^{3}
"generar pseudolatex: sistema de ecuaciones de cuatro incognitas y cuatro ecuaciones, compatible determinado, homogeneo",\begin{cases} VN.d + VN.c + VN.b - VN.a = 0 \\VN.d - VN.c - VN.b + VN.a = 0 \\- VF.d + VN.c - VN.b - VN.a = 0 \\VN.d - VN.c - VN.b + VF.a = 0 \end{cases}
generar pseudolatex: Polinomio de quinto grado incompleto,VFz^{5} + VNz^{2}
"generar pseudolatex: polinomio en variable z, de grado 4",- VNz^{4}
"generar pseudolatex: Sistema de 2 ecuaciones con cuatro variables a,b,c y d",\begin{cases} - VF.d + VF.b + VF.a - VN.c = VN \\VN.d - VN.b - VF.a + VN.c = VN \end{cases}
"generar pseudolatex: Polinimio complejo de grado 5, ordenado",- VC.x^{5} - VC.x^{4} - VC.x^{3} - VC.x^{2} - VC.x - VC
"generar pseudolatex: Polinomio completo de sexto grado, con coeficientes positivos y negativos, enteros y fraccionarios",- VRx^{6} + VRx^{5} + VRx^{4} - VRx^{3} - VRx^{2} - VRx + VR
generar pseudolatex: Polinomio de quinto grado completo con coeficientes negativos,VN + VNx + VNx^{2} + VNx^{3} + VNx^{4} + VNx^{5}
generar pseudolatex: Polinomio de grado 6,- VRx^{2} - VRx^{3} - VRx^{6} - VRx - VRx^{5} - VRx^{4} - VR
generar pseudolatex: Polinomio completo de grado seis con siete términos,VR + VRx + VRx^{2} + VRx^{3} + VRx^{4} + VRx^{5} + VRx^{6}
generar pseudolatex: Sistema de ecuaciones lineal con tres incógnita y tres ecuaciones,\begin{cases} - VN.z + VN.y - VF.x = VF \\VN.z - VF.y - VF.x = VF \\VN.z + VF.y + VF.x = VN \end{cases}
"generar pseudolatex: un polinomio de 7 términos completo, de sexto grado siendo las constantes que acompañan a las variables números naturales",VNx^{4} + VN + VNx + VNx^{3} + VNx^{6} + VNx^{5} + VNx^{2}
"generar pseudolatex: Sistema de 3 ecuaciones, de variables a, c, b y d. Todas de grado 1 y de cuatro términos cada una",\begin{cases} - VN.c - VN.a - VF.b + VN.d = VN \\VN.c + VF.a + VF.b + VF.d = VF \\VN.c + VF.a + VF.b + VN.d = VF \end{cases}
"generar pseudolatex: Sistema de 3 ecuaciones, teniendo cada una cuatro incognitas",\begin{cases} - VN.d + VF.c + VF.b + VF.a = VF \\VN.d + VN.c - VN.a - VF.b = VF \\- VF.c + VF.a + VN.d + VF.b = VN \end{cases}
generar pseudolatex: Es un monomio de grado uno con un coeficiente principal igual a 25,VNz
generar pseudolatex: Polinomio complejo de grado 2,- VC.x^{2} - VC.x - VC
generar pseudolatex: Sistema de ecuaciones de tres variables,\begin{cases} - VF.z - VN.x - VN.y = 0 \\- VF.z - VF.x + VF.y = 0 \\- VN.z - VF.x - VN.y = 0 \end{cases}
"generar pseudolatex: Sistema de 2 ecuaciones y 2 incógnitas, todas de grado 1 usando algunos coeficientes fraccionarios",\begin{cases} VF.x + VN.y = 0 \\VN.x + VF.y = 0 \end{cases}
generar pseudolatex: Polinomio de grado 4,- VFx^{2} - VFx^{4} - VF - VFx - VFx^{3}
generar pseudolatex: Polinomio completo de grado 3,VF + VFx + VFx^{2} + VFx^{3}
generar pseudolatex: polinomio de grado seis completo,VFx^{4} + VFx^{3} + VFx^{6} - VFx^{5} + VF - VFx + VFx^{2}
