input,target
"generar pseudolatex: Polinomio de séptimo grado completo, con ocho términos, con coeficiente principal (4/3), con coeficientes fraccionarios desordenados.",VFx^{3} + VF + VFx^{6} + VFx^{5} + VFx^{2} + VFx + VFx^{7} + VFx^{4}
generar lista: Polinomio incompleto de décimo grado con 3 terminos,SUM MUL VN POW y 9 E MUL VF POW y 10 E NEG MUL VF POW y 7 E E
generar lista: Sistema lineal de dos ecuaciones de cuatro variables con coeficientes fraccionarios.,CASES EQ SUM MUL VF c E MUL VN d E MUL VF a E MUL VN b E E VN EQ SUM MUL VF c E MUL VF d E NEG MUL VF a E NEG MUL VN b E E VN E
"generar lista: Polinomio de grado ocho completo, con 9 términos, está en orden",SUM MUL VR POW x 8 E MUL VR POW x 7 E MUL VR POW x 6 E MUL VR POW x 5 E MUL VR POW x 4 E MUL VR POW x 3 E MUL VR POW x 2 E MUL VR x E VR E
generar pseudolatex: Polinomio de grado cuatro completo de 5 terminos,VD + VDx + VDx^{2} + VDx^{3} + VDx^{4}
"generar pseudolatex: Polinomio de tercer grado completo. Posee cuatro terminos, los terminos dos y 3 son negativos.",VD - VDx - VDx^{2} + VDx^{3}
"generar lista: Es un polinomio de grado 10, incompleto",SUM MUL VN POW x 4 E MUL VN x E MUL VF POW x 8 E MUL VF POW x 7 E MUL VN POW x 9 E MUL VF POW x 10 E MUL VN POW x 2 E VN MUL VF POW x 5 E MUL VN POW x 6 E E
"generar pseudolatex: polinomio grado 12, incompleto y solo 4 términos con coeficientes enteros positivos",VNx^{12} + VNx^{4} + VNx^{2} + VNx
"generar lista: Una expresión polinomica de grado 4, con coeficiente principal 38.3, coeficiente de tercer grado de 1.5, coeficiente de grado 2 de 6.3, coeficiente 1er grado de 13.1 y termino independiente de 4",SUM 4 NEG MUL 6.3 POW x 2 E NEG MUL 1.5 POW x 3 E MUL 13.1 x E NEG MUL 38.3 POW x 4 E E
generar pseudolatex: Polinomio de cuarto grado incompleto con 3 terminos y coeficiente principal -119,- VNx^{4} - VFx^{3} - VN
"generar lista: Polinomio de grado uno completo, con coeficientes racionales. Coeficiente principal 9/7 y término independiente 43.1",SUM MUL FRAC 9 7 x E 43.1 E
"generar pseudolatex: es un polinomio de grado uno completo, con coeficiente principal -15,3 y término independiente -39",- VD - VDx
generar pseudolatex: Polinomio de noveno grado completo y ordenado de menor a mayor,- VR - VRx - VRx^{2} - VRx^{3} - VRx^{4} - VRx^{5} - VRx^{6} - VRx^{7} - VRx^{8} - VRx^{9}
"generar pseudolatex: Polinomio grado 8, completo",VF + VFx + VFx^{2} + VFx^{3} + VFx^{4} + VFx^{5} + VFx^{6} + VFx^{7} + VFx^{8}
generar pseudolatex: Sistema de ecuación de cuatro variables y dos ecuaciones. El sistema tendrá infinitas soluciones,\begin{cases} VN.a - VN.b = VN \\- VN.b + VN.c + VN.d = VF \end{cases}
"generar pseudolatex: un polinomio de cuatro términos,  de grado tres completo y con constantes negativas",- VFx^{3} - VFx^{2} - VFx - VF
generar pseudolatex: Polinomio de grado 11 incompleto con coeficientes negativos,- VN - VNx^{10} - VNx^{7} - VNx^{11} - VNx^{6} - VNx^{2} - VNx^{5} - VNx^{8}
generar lista: Polinomio de de grado 4 con solo término principal e independiente. El término independiente es negativo y complejo,SUM NEG VC MUL VN POW z 4 E E
generar lista: Polinomios completo de sexto grado y con coeficientes enteros,SUM NEG VN NEG MUL VN x E MUL VN POW x 2 E MUL VN POW x 3 E MUL VN POW x 4 E NEG MUL VN POW x 5 E NEG MUL VN POW x 6 E E
"generar lista: Coef. Principal:-37 Esta ordenado, polinomio de 2do grado  Termino independiente: 34",SUM 34 NEG MUL VN x E NEG MUL 37 POW x 2 E E
"generar lista: Polinomio de grado ocho completo, con coeficientes fraccionarios, con signos mixtos y en orden descendente",SUM MUL VF POW x 8 E NEG MUL VF POW x 7 E NEG MUL VF POW x 6 E MUL VF POW x 5 E NEG MUL VF POW x 4 E NEG MUL VF POW x 3 E MUL VF POW x 2 E NEG MUL VF x E NEG VF E
generar lista: Un polinomio de grado cinco completo y en orden. El coeficiente principal debe ser 3/2,SUM MUL FRAC 3 2 POW x 5 E MUL VR POW x 4 E MUL VR POW x 3 E MUL VR POW x 2 E MUL VR x E VR E
generar lista: Polinomio completo de grado 4 y con 5 términos,SUM NEG MUL VF POW x 4 E NEG MUL VF POW x 3 E NEG MUL VF POW x 2 E NEG MUL VF x E NEG VF E
generar pseudolatex: polinomio de décimo grado con ocho terminos e indeterminada z,- VF + VFz^{10} - VFz^{6} + VFz^{7} + VC.z^{8} + VNz^{2} - VNz^{3} + VNz^{5}
generar pseudolatex: Monomio con variable y,- VNy
"generar lista: Polinomio de grado 2, ordenado y completo Coeficientes imaginarios",SUM MUL VC POW x 2 E MUL VC x E VC E
generar lista: Polinomio de grado 1 completo con coeficiente principal 3/3,SUM NEG VR NEG MUL FRAC 3 3 x E E
"generar lista: Sistema de tres ecuaciones con tres variables, cuatro coeficientes negativos, el resto positivos.",CASES EQ SUM NEG MUL VF z E NEG MUL VF x E MUL VN y E E VN EQ SUM NEG MUL VN y E MUL VF x E MUL VF z E E VF EQ SUM MUL VN y E NEG MUL VN x E E VN E
generar pseudolatex: Polinomio de grado dos completo,VR + VRx + VRx^{2}
generar pseudolatex: es un polinomio completo de grado uno con coeficiente principal 6/13 y termino independiente 14/3,VF + VFx
generar lista: Polinomios de grado 15 con coeficientes racionales. El término independiente es -74 y el coeficiente principal es 150.,SUM MUL 150 POW x 15 E NEG MUL VN POW x 14 E MUL VF POW x 13 E NEG MUL VF POW x 12 E NEG MUL VF POW x 11 E MUL VN POW x 7 E NEG MUL VF POW x 6 E NEG MUL VF POW x 5 E MUL VN POW x 4 E NEG MUL VF POW x 2 E NEG MUL VF x E NEG 74 E
"generar lista: Polinomio en indeterminada ""z"" de 7mo grado incompleto. Tiene solo términos de potencia 4, 6 y 7. El coeficiente del término de potencia cuatro tiene coeficiente complejo",SUM MUL VF POW z 6 E MUL VF POW z 7 E NEG MUL VC POW z 4 E E
"generar pseudolatex: Monomio con variable z, de cuarto grado y coeficiente principal negativo y entero",- VNz^{4}
generar pseudolatex: Polinomio de grado 1 con números complejos y todos los términos positivos,VC + VC.x
generar pseudolatex: Polinomio de grado 3 Completo,VRx^{3} + VRx^{2} + VRx + VR
generar pseudolatex: Polinomio de quinto grado completo,- VDx^{5} - VDx^{4} - VDx^{3} - VDx^{2} - VDx - VD
"generar lista: Sistema de tres ecuaciones, teniendo cada una cuatro incognitas",CASES EQ SUM NEG MUL VN d E MUL VF c E MUL VF b E MUL VF a E E VF EQ SUM MUL VN d E MUL VN c E NEG MUL VN a E NEG MUL VF b E E VF EQ SUM NEG MUL VF c E MUL VF a E MUL VN d E MUL VF b E E VN E
generar lista: Sistema de tres ecuaciones con tres variables. Las dos primeras ecuaciones están incompletas,CASES EQ SUM NEG MUL VF y E NEG MUL VF z E E VN EQ SUM MUL VN y E E VF EQ SUM NEG MUL VF x E MUL VF z E MUL VF y E E VN E
"generar pseudolatex: Polinomio, de grado 7, compuesto por ocho términos y los coeficientes son números complejos",- VC.x^{7} - VC.x^{6} + VC.x^{5} - VC.x^{4} - VC.x^{3} + VC.x^{2} - VC.x - VC
generar pseudolatex: Sistema de ecuaciones con dos ecuaciones y dos incógnitas,\begin{cases} - VN.x - VF.y = VN \\- VF.y - VN.x = VN \end{cases}
generar pseudolatex: Polinomio incompleto de grado 4 con indeterminada y,- VNy^{3} + VNy^{4} + VC.y^{2}
generar pseudolatex: Es un polinomio de quinto grado y esta incompleto,- VNz^{2} - VF + VFz^{5} - VC.z
generar pseudolatex: Sistema compuesto por dos ecuaciones lineales de cuatro incognitas,\begin{cases} - VN.b + VN.d - VN.a + VN.c = VN \\- VN.c + VF.d + VF.a - VF.b = VN \end{cases}
generar lista: Sistema de tres ecuaciones con 4 variables.,CASES EQ SUM MUL VN b E MUL VN c E MUL VN a E NEG MUL VN d E E VN EQ SUM MUL VN d E NEG MUL VF a E NEG MUL VF c E MUL VF b E E VN EQ SUM MUL VN c E NEG MUL VN b E NEG MUL VF d E NEG MUL VN a E E VN E
generar lista: Polinomio desordenado de octavo grado con todos sus coeficientes complejos y negativos,SUM NEG MUL VC x E NEG MUL VC POW x 4 E NEG MUL VC POW x 2 E NEG MUL VC POW x 6 E NEG MUL VC POW x 3 E NEG MUL VC POW x 8 E NEG MUL VC POW x 7 E NEG MUL VC POW x 5 E NEG VC E
generar pseudolatex: Polinomio lineal con coeficientes complejos puros negativos. Está completo,- VC - VC.x
generar pseudolatex: Polinomio de grado 3 incompleto con 3 términos. Termino independiente fraccionario,VNx^{3} + VNx + VF
generar pseudolatex: Polinomio de grado 5 completo y ordenado Coeficientes racionales e irracionales,- VRx^{5} - VRx^{4} - VRx^{3} - VRx^{2} - VRx - VR
"generar pseudolatex: Un polinomio completo de noveno grado sin orden. Los coeficientes son todo positivos, de tipo fraccionarios, enteros y decimales",VRx^{4} + VRx + VRx^{6} + VRx^{7} + VRx^{5} + VRx^{2} + VRx^{3} + VRx^{8} + VRx^{9} + VR
generar pseudolatex: Polinomio de noveno grado completo y ordenado,- VR - VRx + VRx^{2} - VRx^{3} + VRx^{4} - VRx^{5} + VRx^{6} + VRx^{7} + VRx^{8} + VRx^{9}
generar pseudolatex: Polinomio de grado tres completo,VR + VRx + VRx^{2} + VRx^{3}
"generar pseudolatex: Polinomio de grado 7, variable=z, desordenado, con constantes imaginarias",- VNz^{5} - VF - VFz^{6} + VC.z^{2} - VC.z^{7}
generar pseudolatex: es un polinomio completo de grado 1 con coeficiente principal 6/13 y termino independiente 14/3,VF + VFx
generar lista: Polinomio de grado uno completo con coeficientes negativos,SUM NEG VR NEG MUL VR x E E
"generar pseudolatex: polinomio de orden 8, no está ordenada y sus coeficientes son fracciones y números enteros",VRx^{3} + VRx^{2} + VR + VRx^{6} + VRx^{4} + VRx + VRx^{7} + VRx^{5} + VRx^{8}
generar lista: Polinomio de grado 6 de 7 términos,SUM NEG MUL VR POW x 6 E NEG MUL VR POW x 5 E NEG MUL VR POW x 4 E NEG MUL VR POW x 3 E NEG MUL VR POW x 2 E MUL VR x E VR E
generar lista: Polinomio de primer grado completo con números decimales negativos,SUM NEG VD NEG MUL VD x E E
"generar pseudolatex: polinomio de grado uno completo, con coeficiente principal -37 y termino independiente 24.",VR - VRx
generar pseudolatex: Polinomio completo de grado cinco de 6 terminos,- VNx^{5} - VNx^{4} + VNx^{3} - VNx^{2} + VNx - VN
generar pseudolatex: Polinomio de segundo grado completo,VR + VRx + VRx^{2}
generar pseudolatex: Polinomio de grado diez incompleto,- VNx^{10} - VNx^{8} - VNx^{7} - VNx^{3} - VF
generar lista: Un sistema de dos ecuaciones para cuatro incógnitas,CASES EQ SUM NEG MUL VF c E NEG MUL VN d E NEG MUL VN a E NEG MUL VN b E E VF EQ SUM NEG MUL VF d E NEG MUL VN a E E VF E
generar lista: Polinomio de cuarto grado completo y desordenado. Tiene todos sus coeficientes fraccionarios y negativos,SUM NEG MUL VF POW x 2 E NEG MUL VF POW x 4 E NEG VF NEG MUL VF x E NEG MUL VF POW x 3 E E
generar pseudolatex: Polinomio de grado 1 completo con coeficiente principal 3/3,- VR - VRx
"generar lista: Polinomio de números fraccionarios, de segundo grado y completo. El coeficiente principal es negativo, el coeficiente lineal es positivo y tambien el coeficiente independiente",SUM VF MUL VF x E NEG MUL VF POW x 2 E E
generar lista: Sistema de ecuaciones con más incógnitas (2) que ecuaciones (1),CASES EQ SUM MUL VN x E MUL VF y E E VN EQ SUM MUL VN x E E VF E
generar lista: sistema de tres ecuaciones con 4 variables en la cual no están ordenadas respectivamente cada una de ellas,CASES EQ SUM MUL VF d E MUL VF a E MUL VN b E NEG MUL VN c E E VN EQ SUM MUL VN d E MUL VN a E NEG MUL VN b E MUL VF c E E VN EQ SUM NEG MUL VN d E MUL VF a E NEG MUL VN b E NEG MUL VF c E E VN E
"generar pseudolatex: Polinomio de noveno grado incompleto desordenado, variable y, cinco términos, coeficiente principal -24",- VNy^{9} - VC.y^{7} - VNy^{2} + VNy^{3} - VNy
generar lista: Sistema de ecuaciones dos variables y dos incógnitas. Cada ecuacion tiene una sola variable,CASES EQ SUM NEG MUL VN y E E VF EQ SUM NEG MUL VF x E E VN E
generar pseudolatex: Polinomios completo de grado 10 con coeficientes reales. El coeficiente principal es 24 y el término independiente es 43.6,VR + VRx + VRx^{2} - VRx^{3} - VRx^{4} - VRx^{5} - VRx^{6} - VRx^{7} + VRx^{8} + VRx^{9} + VRx^{10}
"generar lista: polinomio de noveno grado, incompleto y con 3 términos",SUM NEG MUL VF POW y 5 E NEG VN MUL VF POW y 9 E E
"generar lista: Una expresión polinomica de grado 4, con coeficiente principal 38.3, coeficiente de 3er grado de 1.5, coeficiente de grado 2 de 6.3, coeficiente grado 1 de 13.1 y termino independiente de 4",SUM 4 NEG MUL 6.3 POW x 2 E NEG MUL 1.5 POW x 3 E MUL 13.1 x E NEG MUL 38.3 POW x 4 E E
generar lista: Polinomio de grado uno con coeficiente principal tres y terminó independiente 30.7,SUM MUL 3 x E NEG 30.7 E
"generar lista: Sistema de ecuaciones de 2 ecuaciones, una con dos incógnita y otra con 3 incógnitas. Ambas ecuaciones de grado 1",CASES EQ SUM NEG MUL VF b E MUL VN c E NEG MUL VN a E E VN EQ SUM NEG MUL VF a E NEG MUL VN b E E VN E
generar pseudolatex: Polinomio completo de grado 1,- VC - VC.x
generar pseudolatex: Sistema de tres ecuaciones con tres variables. Las dos primeras ecuaciones están incompletas,\begin{cases} - VF.y - VF.z = VN \\VN.y = VF \\- VF.x + VF.z + VF.y = VN \end{cases}
generar lista: Polinomio de grado ocho con coeficientes complejos,SUM NEG VC NEG MUL VC x E NEG MUL VC POW x 2 E NEG MUL VC POW x 3 E NEG MUL VC POW x 4 E NEG MUL VC POW x 5 E NEG MUL VC POW x 6 E NEG MUL VC POW x 7 E NEG MUL VC POW x 8 E E
generar pseudolatex: polinomio de grado 6 de dos términos. Solo términos principal y de potencia 3,- VNx^{6} - VFx^{3}
generar pseudolatex: Sistema homogéneo de dos ecuaciones con dos incógnitas a coeficientes enteros y fraccionarios,\begin{cases} VN.x + VF.y = 0 \\VN.y + VN.x = 0 \end{cases}
generar pseudolatex: Polinomio de grado siete completo con coeficientes decimales negativos. Ordenado de forma descendiente,- VDx^{7} - VDx^{6} - VDx^{5} - VDx^{4} - VDx^{3} - VDx^{2} - VDx - VD
generar pseudolatex: Polinomios completo de grado diez con coeficientes reales. El coeficiente principal es 24 y el término independiente es 43.6,VR + VRx + VRx^{2} - VRx^{3} - VRx^{4} - VRx^{5} - VRx^{6} - VRx^{7} + VRx^{8} + VRx^{9} + VRx^{10}
"generar pseudolatex: Sistema de 3 ecuaciones con cuatro incognitas usando numeros enteros y fracciones, positivos y negativos como coeficientes. Usando ""a"", ""b"", ""c"" y ""d"" como incógnitas",\begin{cases} VF.d + VF.c + VF.a - VN.b = VN \\VN.d + VF.c + VF.a - VF.b = VN \\VN.d - VN.c - VF.a + VN.b = VN \end{cases}
"generar pseudolatex: Polinomio de grado tres completo. Posee cuatro terminos, los terminos dos y tres son negativos.",VD - VDx - VDx^{2} + VDx^{3}
generar lista: Polinomio de potencia mayor 8,SUM MUL VC POW x 8 E MUL VC POW x 7 E MUL VC POW x 6 E MUL VC POW x 5 E MUL VC POW x 4 E MUL VC POW x 3 E MUL VC POW x 2 E MUL VC x E VC E
generar pseudolatex: Polinomio de grado 8 completo,- VN + VNx - VNx^{2} + VNx^{3} - VNx^{4} - VNx^{5} + VNx^{6} - VNx^{7} - VNx^{8}
generar lista: polinomio de séptimo grado el mismo está desordenado pero completo,SUM MUL VN POW x 5 E MUL VN POW x 3 E MUL VN POW x 4 E NEG MUL VN POW x 7 E NEG VN MUL VN POW x 2 E MUL VN x E MUL VN POW x 6 E E
generar pseudolatex: Polinomio de quinto grado Coeficientes decimales Coeficiente Independiente=5.8 6 términos,VDx^{5} + VDx^{4} + VDx^{3} + VDx^{2} + VDx + VD
generar lista: Polinomio de grado 8 completo,SUM NEG VC NEG MUL VC x E NEG MUL VC POW x 2 E NEG MUL VC POW x 3 E NEG MUL VC POW x 4 E NEG MUL VC POW x 5 E NEG MUL VC POW x 6 E NEG MUL VC POW x 7 E NEG MUL VC POW x 8 E E
generar pseudolatex: Sistema de 2 ecuaciones con 3 incognitas,\begin{cases} VN.x + VN.y + VN.z = VF \\- VN.z + VN.y - VF.x = VN \end{cases}
generar lista: Polinomio de primer grado incompleto,SUM NEG MUL VN x E E
generar lista: Sistema de ecuación de 4 variables y 2 ecuaciones. El sistema tendrá infinitas soluciones,CASES EQ SUM MUL VN a E NEG MUL VN b E E VN EQ SUM NEG MUL VN b E MUL VN c E MUL VN d E E VF E
generar pseudolatex: sistema de ecuaciones lineales,\begin{cases} VN.x - VF.y = VF \\- VN.x - VN.y = VF \end{cases}
generar lista: Sistema de ecuaciones con dos ecuaciones y 4 incógnitas. Ambas ecuaciones están completas,CASES EQ SUM NEG MUL VF d E NEG MUL VF b E NEG MUL VF c E NEG MUL VN a E E VF EQ SUM MUL VF b E MUL VN a E NEG MUL VN d E NEG MUL VN c E E VF E
"generar lista: Sistema de cuatro ecuaciones completo con cuatro incógnitas a,b,c y d. Las ecuaciones se distribuyen a ambos lados de la igualdad",CASES EQ SUM MUL VN c E E SUM MUL VN d E MUL VF b E NEG MUL VN a E VN E EQ SUM NEG MUL VN a E E SUM NEG MUL VF c E MUL VN b E NEG MUL VF d E VF E EQ SUM MUL VF a E MUL VN d E E SUM MUL VF c E MUL VN b E VF E EQ SUM NEG MUL VN c E E SUM MUL VN b E MUL VN a E NEG MUL VF d E VN E E
"generar lista: Polinomio de grado siete completo, con 8 términos, con coeficiente principal 3, ordenado de menor grado a mayor grado y con una mezcla de coeficientes enteros y fraccionarios",SUM VR MUL VR x E MUL VR POW x 2 E MUL VR POW x 3 E MUL VR POW x 4 E MUL VR POW x 5 E MUL VR POW x 6 E MUL FRAC 3 1 POW x 7 E E
generar lista: polinomio de décimo grado con 8 terminos e indeterminada z,SUM NEG VF MUL VF POW z 10 E NEG MUL VF POW z 6 E MUL VF POW z 7 E MUL VC POW z 8 E MUL VN POW z 2 E NEG MUL VN POW z 3 E MUL VN POW z 5 E E
generar lista: polinomio de cuarto grado con cinco terminos,SUM MUL VN POW x 4 E MUL VN POW x 3 E MUL VN POW x 2 E MUL VN x E NEG VN E
generar pseudolatex: Polinomio de primer grado completo,VC + VC.x
generar lista: Monomio de 2do grado de coeficiente -7,SUM NEG MUL 7 POW z 2 E E
generar pseudolatex: Sistema de ecuaciones de 4 variables,\begin{cases} VF.c = - VN.b - VN.d - VF.a + VF \\- VF.c + VF.a - VN.d = VN.b + VF \\VF = - VN.b + VN.d - VN.c + VF.a \\- VN.c - VF.d + VF.a = VF.b + VN \end{cases}
generar pseudolatex: Polinomio de grado 8 incompleto,- VRx^{8} + VRx^{7} - VRx^{6} + VRx^{5} - VRx^{4} - VRx^{3} + VRx^{2} + VRx + VR
"generar lista: Polinomio de grado tres completo. Posee cuatro terminos, los terminos dos y tres son negativos.",SUM VD NEG MUL VD x E NEG MUL VD POW x 2 E MUL VD POW x 3 E E
generar pseudolatex: polinomio de grado 2 con 3 terminos,VDx + VD + VDx^{2}
generar lista: Polinomio de 9no grado con indeterminada z y con solo término principal y término de potencia 7,SUM MUL VN POW z 7 E MUL VN POW z 9 E E
"generar pseudolatex: Sistema de 2 ecuaciones y 2 incógnitas, todas de grado 1 usando algunos coeficientes fraccionarios",\begin{cases} VF.x + VN.y = 0 \\VN.x + VF.y = 0 \end{cases}
"generar lista: Polinomio de grado cinco, hay números complejos, en desorden, tres términos",SUM NEG MUL VC y E VN MUL VC POW y 5 E E
"generar lista: Polinomio de grado 10  , completo  Desordenado",SUM MUL VR POW x 2 E MUL VR POW x 3 E MUL VR POW x 4 E VR MUL VR POW x 5 E MUL VR x E MUL VR POW x 9 E MUL VR POW x 7 E MUL VR POW x 6 E MUL VR POW x 10 E MUL VR POW x 8 E E
"generar pseudolatex: Polinomio de octavo grado completo, con coeficientes fraccionarios, con signos mixtos y en orden descendente",VFx^{8} - VFx^{7} - VFx^{6} + VFx^{5} - VFx^{4} - VFx^{3} + VFx^{2} - VFx - VF
generar lista: Sistema de ecuaciones lineales Ecuaciones de 1er grado Sistema compatible  Dos variables,CASES EQ SUM NEG MUL VF y E NEG MUL VN x E E 0 EQ SUM NEG MUL VF y E NEG MUL VF x E E 0 E
generar pseudolatex: monomio de cuarto grado con variable y,- VNy^{4}
"generar pseudolatex: Una expresión polinomica de grado 4, con coeficiente principal 38.3, coeficiente de grado 3 de 1.5, coeficiente de grado dos de 6.3, coeficiente grado uno de 13.1 y termino independiente de 4",VD - VDx^{2} - VDx^{3} + VDx - VDx^{4}
"generar pseudolatex: Coef. Principal:-37 Esta ordenado, polinomio de segundo grado  Termino independiente: 34",VN - VNx - VNx^{2}
"generar pseudolatex: polinomio de noveno grado incompleto con numeros complejos, fracciones y enteros",VNz^{7} + VC - VFz - VC.z^{3} + VC.z^{8} + VNz^{5} + VNz^{9}
generar pseudolatex: Polinomio,- VC - VC.x - VC.x^{2} - VC.x^{3} - VC.x^{4} - VC.x^{5} - VC.x^{6} - VC.x^{7} - VC.x^{8}
generar pseudolatex: Polinomio ordenado de forma descendiente de noveno grado con coeficientes negativos,- VRx^{9} - VRx^{8} - VRx^{7} - VRx^{6} - VRx^{5} - VRx^{4} - VRx^{3} - VRx^{2} - VRx - VR
generar pseudolatex: Polinomio de grado 9 completo y ordenado,- VR - VRx + VRx^{2} - VRx^{3} + VRx^{4} - VRx^{5} + VRx^{6} + VRx^{7} + VRx^{8} + VRx^{9}
"generar lista: Una expresión polinomica de grado 4, con coeficiente principal 38.3, coeficiente de grado tres de 1.5, coeficiente de grado 2 de 6.3, coeficiente primer grado de 13.1 y termino independiente de 4",SUM 4 NEG MUL 6.3 POW x 2 E NEG MUL 1.5 POW x 3 E MUL 13.1 x E NEG MUL 38.3 POW x 4 E E
"generar pseudolatex: Polinomio incompleto de grado 15, ordenado en forma descendiente y todos sus coeficientes positivos",VNx^{15} + VNx^{14} + VNx^{11} + VNx^{10} + VNx^{9} + VNx^{8} + VFx^{6} + VNx^{5}
generar pseudolatex: Sistema de 4 ecuaciones con 4 incognitas,\begin{cases} VN.d + VN.c + VN.b - VN.a = 0 \\VN.d - VN.c - VN.b + VN.a = 0 \\- VF.d + VN.c - VN.b - VN.a = 0 \\VN.d - VN.c - VN.b + VF.a = 0 \end{cases}
"generar lista: Sistema de dos ecuaciones tres incógnitas, x, z e y c. La primera ecuación tiene dos variables, x e y, y la segunda ecuación tiene dos variables, z e y.",CASES EQ SUM MUL VF x E NEG MUL VN z E E VF EQ SUM NEG MUL VF z E MUL VN y E E VF E
generar pseudolatex: sistema de ecuaciones de tres ecuaciones,\begin{cases} VN.x - VF.z + VF.y = VN \\VF.x + VN.z - VF.y = VN \\VN.x + VF.z - VF.y = VN \end{cases}
generar pseudolatex: Polinomio de grado 4 completo con coeficientes racionales,VR + VRx + VRx^{2} + VRx^{3} + VRx^{4}
generar pseudolatex: Polinomio completo de grado tres con cuatro términos,VFx^{2} + VF + VFx^{3} + VFx
"generar pseudolatex: Sistema de ecuaciones lineal, no ordenado, de 4 ecuaciones y 4 incógnitas.",\begin{cases} - VN.c = VF.a - VF.b + VF \\VN = VN.b - VN.d + VN.a \\VF = VN.b + VF.d \\- VF.b + VF.d + VF.a = - VF.c + VF \end{cases}
generar lista: Polinomio de cuarto grado ordenado,SUM NEG VD NEG MUL VD x E NEG MUL VD POW x 2 E NEG MUL VD POW x 3 E NEG MUL VD POW x 4 E E
generar pseudolatex: Polinomio de tercer grado incompleto con 3 términos. Termino independiente fraccionario,VNx^{3} + VNx + VF
generar pseudolatex: Sistema de dos ecuaciones lineales con dos variables no homogéneas.,\begin{cases} - VF.x - VN.y = VF \\- VF.x + VN.y = VN \end{cases}
generar pseudolatex: Polinomio de sexto grado completo,- VNx - VNx^{2} - VN - VNx^{4} - VNx^{3} - VNx^{5} - VNx^{6}
generar pseudolatex: Polinomio de grado siete completo,- VC.x^{7} - VC.x^{6} - VC.x^{5} - VC.x^{4} - VC.x^{3} - VC.x^{2} - VC.x - VC
generar pseudolatex: Polinomio de sexto grado con con una constante de número complejo,- VNy^{4} - VNy^{3} + VNy^{6} + VNy - VC.y^{5} + VF
generar lista: Polinomio de grado 6 incompleto,SUM MUL VN POW x 6 E MUL VF POW x 3 E MUL VF POW x 2 E MUL VN x E VN E
generar lista: Polinomio de segundo grado en variable z,SUM VF NEG MUL VF POW z 2 E E
generar pseudolatex: polinomio de grado diez con 8 terminos e indeterminada z,- VF + VFz^{10} - VFz^{6} + VFz^{7} + VC.z^{8} + VNz^{2} - VNz^{3} + VNz^{5}
generar lista: Sistema de ecuaciones de tres variables,CASES EQ SUM NEG MUL VF z E NEG MUL VN x E NEG MUL VN y E E 0 EQ SUM NEG MUL VF z E NEG MUL VF x E MUL VF y E E 0 EQ SUM NEG MUL VN z E NEG MUL VF x E NEG MUL VN y E E 0 E
generar pseudolatex: Sistema de ecuaciones dos variables y dos incógnitas. Cada ecuacion tiene una sola variable,\begin{cases} - VN.y = VF \\- VF.x = VN \end{cases}
generar lista: Polinomio de octavo grado completo y en orden ascendente,SUM VR NEG MUL VR x E MUL VR POW x 2 E NEG MUL VR POW x 3 E MUL VR POW x 4 E NEG MUL VR POW x 5 E MUL VR POW x 6 E NEG MUL VR POW x 7 E NEG MUL VR POW x 8 E E
"generar lista: Polinomio de grado 6, coeficiente principal 17, completo y ordenado",SUM MUL 17 POW x 6 E MUL VR POW x 5 E NEG MUL VR POW x 4 E MUL VR POW x 3 E NEG MUL VR POW x 2 E MUL VR x E NEG VR E
generar lista: monomio de grado cuatro con variable y,SUM NEG MUL VN POW y 4 E E
"generar lista: Polinomio de grado 3 completo. Posee 4 terminos, los terminos dos y 3 son negativos.",SUM VD NEG MUL VD x E NEG MUL VD POW x 2 E MUL VD POW x 3 E E
"generar pseudolatex: Es un sistema de ecuaciones de 2 ecuaciones y tres incógnitas, el cual constituye un sistema compatible indeterminado",\begin{cases} VN.z = VF \\VN.z + VF.x + VN.y = VN \end{cases}
"generar lista: Polinomio incompleto de décimo grado sin término lineal, coeficientes negativos y valores grandes cercanos al 100",SUM NEG MUL VN POW x 10 E NEG MUL VN POW x 8 E NEG MUL VN POW x 7 E NEG MUL VN POW x 3 E NEG VF E
generar pseudolatex: Polinomio de grado cinco completo,VFx^{2} - VF + VFx^{5} + VFx^{3} + VFx - VFx^{4}
"generar lista: Polinomio de grado seis, completo y en orden descendiente",SUM MUL VN POW x 6 E MUL VN POW x 5 E MUL VN POW x 4 E MUL VN POW x 3 E MUL VN POW x 2 E MUL VN x E VN E
"generar lista: Una expresión polinomica de grado 4, con coeficiente principal 38.3, coeficiente de grado 3 de 1.5, coeficiente de grado 2 de 6.3, coeficiente grado uno de 13.1 y termino independiente de 4",SUM 4 NEG MUL 6.3 POW x 2 E NEG MUL 1.5 POW x 3 E MUL 13.1 x E NEG MUL 38.3 POW x 4 E E
generar lista: Polinomio completo de grado 3. Coeficiente principal -17,SUM NEG MUL 17 POW x 3 E NEG MUL VR POW x 2 E NEG MUL VR x E NEG VR E
generar lista: Ecuación de grado seis incompleta,SUM NEG MUL VR POW x 2 E NEG MUL VR POW x 4 E NEG MUL VR x E NEG MUL VR POW x 5 E NEG MUL VR POW x 3 E NEG MUL VR POW x 6 E NEG VR E
generar pseudolatex: Polinomio de grado cinco de coeficientes positivos y completo. Está en orden,VN + VNx + VNx^{2} + VNx^{3} + VNx^{4} + VNx^{5}
